File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
1007073,07/29/2010,2010,7,400 BLOCK,S Johnson St,07/29/2010,Weeds/Grass,Owner Abated,08/06/2010,Not Available,false,0,"400 S Johnson St
Urbana, IL
(40.110154227, -88.196769882)"
23-002304,08/09/2023,2023,8,200 Block,North Gregory Street,08/09/2023,Municipal Waste,Voluntarily Complied,08/17/2023,Phone,false,0,"200 North Gregory Street
Urbana, IL
(40.11364821, -88.220596342)"
1609053,09/15/2016,2016,9,700 BLOCK,E California Av,09/15/2016,Weeds/Grass,City Abated,09/15/2016,Not Available,false,0,"700 E California Av
Urbana, IL
(40.108597307, -88.200165058)"
902013,02/05/2009,2009,2,600 BLOCK,W Michigan Av,02/06/2009,Weeds/Grass,Owner Abated,02/14/2009,Not Available,false,0,"600 W Michigan Av
Urbana, IL
(40.101976809, -88.214475541)"
21-002111,09/14/2021,2021,9,1300 Block,North Division Avenue,09/14/2021,Weeds/Grass,Voluntarily Complied,09/22/2021,Phone,false,0,"1300 North Division Avenue
Urbana, IL
(40.124868188, -88.20526628)"
22-001132,05/11/2022,2022,5,1800 Block,South Larch Place,05/11/2022,Weeds/Grass,Voluntarily Complied,05/19/2022,Phone,false,0,"1800 South Larch Place
Urbana, IL
(40.096732924, -88.197014795)"
304004,04/04/2003,2003,4,1400 BLOCK,N Romine St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1400 N Romine St
Urbana, IL
(40.12485842, -88.227406577)"
1601010,01/13/2016,2016,1,1400 BLOCK,E Michigan Av,01/13/2016,Municipal Waste,Owner Abated,01/21/2016,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.101732473, -88.191813257)"
1408053,08/18/2014,2014,8,600 BLOCK,W Illinois St,08/18/2014,Municipal Waste,Owner Abated,08/26/2014,Not Available,false,0,"600 W Illinois St
Urbana, IL
(40.109206791, -88.214585568)"
602019,02/13/2006,2006,2,1200 BLOCK,W Eads St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.123186835, -88.224245514)"
22-000125,01/24/2022,2022,1,300 Block,West Elm Street,01/24/2022,Municipal Waste,Voluntarily Complied,02/01/2022,Phone,false,0,"300 West Elm Street
Urbana, IL
(40.111626225, -88.210436303)"
1505105,05/27/2015,2015,5,700 BLOCK,W Washington St,05/27/2015,Weeds/Grass,Owner Abated,06/04/2015,Not Available,false,0,"700 W Washington St
Urbana, IL
(40.105606861, -88.216065485)"
1105054,05/12/2011,2011,5,1000 BLOCK,S Lincoln Av,05/12/2011,Municipal Waste,Owner Abated,05/20/2011,Not Available,false,0,"1000 S Lincoln Av
Urbana, IL
(40.104564999, -88.219145128)"
610033,10/30/2006,2006,10,1300 BLOCK,E Silver St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
907035,07/20/2009,2009,7,2200 BLOCK,Stonebrook Ct,,Weeds/Grass,Invalid,,Not Available,false,0,"2200 Stonebrook Ct
Urbana, IL
(40.089335312, -88.163985328)"
1507017,07/15/2015,2015,7,1400 BLOCK,W Bradley Av,07/15/2015,Municipal Waste,City Abated,07/23/2015,Not Available,false,0,"1400 W Bradley Av
Urbana, IL
(40.127437737, -88.225095712)"
23-003335,11/07/2023,2023,11,500 Block,Dodson Drive,,,Unfounded,11/07/2023,Internet,true,0,"500 Dodson Drive
Urbana, IL
(40.107584808, -88.176135014)"
1209009,09/05/2012,2012,9,700 BLOCK,E Colorado Av,09/05/2012,Municipal Waste,Owner Abated,09/13/2012,Not Available,false,0,"700 E Colorado Av
Urbana, IL
(40.094767815, -88.198545792)"
20-001646,08/20/2020,2020,8,1100 Block,East Willard Street,,,Referred to other department,08/20/2020,Internet,true,0,"1100 East Willard Street
Urbana, IL
(40.084504988, -88.195145032)"
310044,10/29/2003,2003,10,100 BLOCK,W Main St,,Municipal Waste,City Abated,,Not Available,false,0,"100 W Main St
Urbana, IL
(40.112696011, -88.207609005)"
18-000786,07/23/2018,2018,7,900 Block,S Webber Street,07/23/2018,Weeds/Grass,Voluntarily Complied,10/31/2018,Phone,false,0,"900 S Webber Street
Urbana, IL
(40.105612896, -88.198974843)"
405025,05/19/2004,2004,5,200 BLOCK,W Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 W Oregon St
Urbana, IL
(40.107665734, -88.208906895)"
1403009,03/20/2014,2014,3,700 BLOCK,W California Av,03/20/2014,Municipal Waste,Owner Abated,03/28/2014,Not Available,false,0,"700 W California Av
Urbana, IL
(40.108356404, -88.216066042)"
1508056,08/24/2015,2015,8,2100 BLOCK,S Burlison Dr,08/24/2015,Weeds/Grass,Owner Abated,09/01/2015,Not Available,false,0,"2100 S Burlison Dr
Urbana, IL
(40.090923877, -88.205363636)"
21-000762,04/16/2021,2021,4,3000 Block,East Rutherford Drive,04/16/2021,Municipal Waste,Voluntarily Complied,04/26/2021,Phone,false,0,"3000 East Rutherford Drive
Urbana, IL
(40.114144512, -88.165456361)"
1701003,01/05/2017,2017,1,1300 BLOCK,E Silver St,01/05/2017,Municipal Waste,Owner Abated,01/13/2017,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
507038,07/21/2005,2005,7,1000 BLOCK,N Busey,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 N Busey
Urbana, IL
(40.121016152, -88.216888012)"
18-036551,12/19/2018,2018,12,800 Block,West Nevada Street,12/19/2018,Municipal Waste,Voluntarily Complied,12/27/2018,Phone,false,0,"800 West Nevada Street
Urbana, IL
(40.106555849, -88.217736731)"
1304018,04/23/2013,2013,4,2000 BLOCK,S Philo Rd,04/24/2013,Municipal Waste,Owner Abated,05/02/2013,Not Available,false,0,"2000 S Philo Rd
Urbana, IL
(40.093804007, -88.19057341)"
808021,08/07/2008,2008,8,1100 BLOCK,W Eads St,08/08/2008,Weeds/Grass,Owner Abated,08/16/2008,Not Available,false,0,"1100 W Eads St
Urbana, IL
(40.123326088, -88.222556475)"
1612011,12/29/2016,2016,12,700 BLOCK,W Illinois St,12/29/2016,Municipal Waste,Owner Abated,01/06/2017,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
410017,10/14/2004,2004,10,200 BLOCK,W California Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 W California Ave
Urbana, IL
(40.108465229, -88.208917503)"
903004,03/02/2009,2009,3,2000 BLOCK,E Michigan Av,03/03/2009,Weeds/Grass,Owner Abated,03/11/2009,Not Available,false,0,"2000 E Michigan Av
Urbana, IL
(40.101807193, -88.183015876)"
310003,10/01/2003,2003,10,1100 BLOCK,E Main St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 E Main St
Urbana, IL
(40.113027311, -88.195585097)"
605088,05/16/2006,2006,5,1000 BLOCK,E Mumford Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 E Mumford Dr
Urbana, IL
(40.090737316, -88.196274216)"
19-000512,04/09/2019,2019,4,600 Block,South Broadway Avenue,04/09/2019,Municipal Waste,Voluntarily Complied,04/17/2019,Phone,false,0,"600 South Broadway Avenue
Urbana, IL
(40.108372155, -88.207225776)"
408007,08/02/2004,2004,8,1100 BLOCK,Austin Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 Austin Dr
Urbana, IL
(40.10376461, -88.187452664)"
506017,06/07/2005,2005,6,2300 BLOCK,Shurts CR,,Municipal Waste,Owner Abated,,Not Available,false,0,"2300 Shurts CR
Urbana, IL
(40.086942692, -88.200435147)"
905030,05/11/2009,2009,5,1500 BLOCK,Ogelthorpe Dr,,Weeds/Grass,Invalid,,Not Available,false,0,"1500 Ogelthorpe Dr
Urbana, IL
(40.099999457, -88.174829725)"
307002,07/01/2003,2003,7,400 BLOCK,E Kerr Av,,Weeds/Grass,City Abated,,Not Available,false,0,"400 E Kerr Av
Urbana, IL
(40.122047286, -88.204254987)"
18-000784,07/23/2018,2018,7,900 Block,S Webber Street,07/23/2018,Weeds/Grass,Voluntarily Complied,07/31/2018,Phone,false,0,"900 S Webber Street
Urbana, IL
(40.105612896, -88.198974843)"
1305105,05/16/2013,2013,5,300 BLOCK,S Busey Av,05/16/2013,Weeds/Grass,Owner Abated,05/23/2013,Not Available,false,0,"300 S Busey Av
Urbana, IL
(40.110563774, -88.217663648)"
1704019,04/24/2017,2017,4,1400 BLOCK,N Romine St,04/24/2017,Municipal Waste,Owner Abated,05/02/2017,Not Available,false,0,"1400 N Romine St
Urbana, IL
(40.12485842, -88.227406577)"
708074,08/22/2007,2007,8,100 BLOCK,N Cottage Grove Av,08/23/2007,Weeds/Grass,Owner Abated,08/31/2007,Not Available,false,0,"100 N Cottage Grove Av
Urbana, IL
(40.113027311, -88.195585097)"
23-001519,05/24/2023,2023,5,1400 Block,East Florida Avenue,05/24/2023,Weeds/Grass,Voluntarily Complied,06/02/2023,Phone,false,0,"1400 East Florida Avenue
Urbana, IL
(40.098455797, -88.191517245)"
23-002547,08/29/2023,2023,8,300 Block,East Elm Street,08/29/2023,Weeds/Grass,City Abated,12/18/2023,Phone,false,177.5,"300 East Elm Street
Urbana, IL
(40.111768477, -88.204916649)"
1411003,11/12/2014,2014,11,600 BLOCK,Burkwood Ct E,11/12/2014,Municipal Waste,City Abated,11/20/2014,Not Available,false,0,"600 Burkwood Ct E
Urbana, IL
(40.0965719, -88.200179161)"
308055,08/18/2003,2003,8,500 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 W High St
Urbana, IL
(40.109926211, -88.21322635)"
1605060,05/13/2016,2016,5,2100 BLOCK,E Rainbow View Dr,05/13/2016,Weeds/Grass,Owner Abated,05/21/2016,Not Available,false,0,"2100 E Rainbow View Dr
Urbana, IL
(40.103258548, -88.181346788)"
23-002249,08/03/2023,2023,8,600 Block,West Nevada Street,08/03/2023,Weeds/Grass,Voluntarily Complied,12/18/2023,Phone,false,0,"600 West Nevada Street
Urbana, IL
(40.1065971, -88.214575049)"
23-000903,04/18/2023,2023,4,1600 Block,South Curtiss Drive,04/18/2023,Weeds/Grass,City Abated,07/10/2023,Phone,false,252.5,"1600 South Curtiss Drive
Urbana, IL
(40.099957173, -88.183879045)"
910002,10/12/2009,2009,10,1000 BLOCK,E Shurts St,10/13/2009,Weeds/Grass,Owner Abated,10/21/2009,Not Available,false,0,"1000 E Shurts St
Urbana, IL
(40.086299598, -88.19678048)"
1205102,05/24/2012,2012,5,800 BLOCK,W Fairview Av,05/25/2012,Weeds/Grass,Owner Abated,06/02/2012,Not Available,false,0,"800 W Fairview Av
Urbana, IL
(40.120291985, -88.217697967)"
19-000918,05/16/2019,2019,5,1300 Block,"South ""Cottage Grove"" Avenue",05/16/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,false,0,"1300 South Cottage Grove Avenue
Urbana, IL
(40.101742683, -88.19549649)"
601024,01/12/2006,2006,1,800 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"800 S Busey Av
Urbana, IL
(40.106443144, -88.217584494)"
18-000461,05/10/2018,2018,5,1000 Block,E Pennsylvania Avenue,05/10/2018,Weeds/Grass,Voluntarily Complied,05/18/2018,City Staff Reported,false,0,"1000 E Pennsylvania Avenue
Urbana, IL
(40.100175859, -88.196443172)"
304050,04/29/2003,2003,4,700 BLOCK,N Cunningham Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 N Cunningham Av
Urbana, IL
(40.118932104, -88.203502736)"
1206008,06/06/2012,2012,6,700 BLOCK,W Oregon St,06/06/2012,Municipal Waste,Owner Abated,06/14/2012,Not Available,false,0,"700 W Oregon St
Urbana, IL
(40.107629988, -88.216224009)"
309029,09/10/2003,2003,9,1100 BLOCK,N Coler Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1100 N Coler Av
Urbana, IL
(40.121889835, -88.215665083)"
902026,02/16/2009,2009,2,900 BLOCK,N Busey Av,02/17/2009,Municipal Waste,Owner Abated,02/25/2009,Not Available,false,0,"900 N Busey Av
Urbana, IL
(40.120137906, -88.216875838)"
607012,07/12/2006,2006,7,1400 BLOCK,S Smith Rd,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1400 S Smith Rd
Urbana, IL
(40.101782684, -88.175965088)"
710027,10/08/2007,2007,10,1400 BLOCK,E Michigan Av,10/09/2007,Weeds/Grass,Owner Abated,10/17/2007,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.101732473, -88.191813257)"
17-000366,11/27/2017,2017,11,800 Block,W Indiana Avenue,,Municipal Waste,Unfounded,11/27/2017,Email,false,0,"800 W Indiana Avenue
Urbana, IL
(40.102846324, -88.217686177)"
23-002802,09/19/2023,2023,9,600 Block,East Illinois Street,09/19/2023,Weeds/Grass,,,Phone,false,0,"600 East Illinois Street
Urbana, IL
(40.109407977, -88.201266003)"
1608034,08/10/2016,2016,8,200 BLOCK,N Busey Av,08/10/2016,Weeds/Grass,City Abated,08/18/2016,Not Available,false,0,"200 N Busey Av
Urbana, IL
(40.113435512, -88.217612328)"
407062,07/20/2004,2004,7,1200 BLOCK,E Michigan Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 E Michigan Ave
Urbana, IL
(40.101663041, -88.194170014)"
1607026,07/22/2016,2016,7,700 BLOCK,S Webber St,07/22/2016,Municipal Waste,Owner Abated,07/30/2016,Not Available,false,0,"700 S Webber St
Urbana, IL
(40.107663144, -88.198994557)"
705072,05/15/2007,2007,5,200 BLOCK,E Thompson,05/16/2007,Weeds/Grass,Owner Abated,05/24/2007,Not Available,false,0,"200 E Thompson
Urbana, IL
(40.12582795, -88.206455911)"
509049,09/28/2005,2005,9,1300 BLOCK,E Silver St,,Weeds/Grass,City Abated,,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
407039,07/15/2004,2004,7,600 BLOCK,S Johnson,,Weeds/Grass,Owner Abated,,Not Available,false,0,"600 S Johnson
Urbana, IL
(40.108492155, -88.196715774)"
1507029,07/20/2015,2015,7,1200 BLOCK,W Hill St,07/20/2015,Weeds/Grass,Owner Abated,07/28/2015,Not Available,false,0,"1200 W Hill St
Urbana, IL
(40.119396844, -88.224145499)"
1708050,08/04/2017,2017,8,1400 BLOCK,W Beslin St,08/04/2017,Weeds/Grass,City Abated,08/04/2017,Not Available,false,0,"1400 W Beslin St
Urbana, IL
(40.120336848, -88.227205544)"
907001,07/01/2009,2009,7,500 BLOCK,E Michigan Av,07/02/2009,Weeds/Grass,City Abated,07/10/2009,Not Available,false,0,"500 E Michigan Av
Urbana, IL
(40.102142985, -88.20159499)"
1201002,01/04/2012,2012,1,400 BLOCK,S Urbana Av,01/05/2012,Municipal Waste,Owner Abated,01/13/2012,Not Available,false,0,"400 S Urbana Av
Urbana, IL
(40.109934696, -88.203632561)"
901003,01/05/2009,2009,1,800 BLOCK,W Iowa St,01/05/2009,Municipal Waste,Owner Abated,01/13/2009,Not Available,false,0,"800 W Iowa St
Urbana, IL
(40.104716333, -88.21770612)"
403019,03/17/2004,2004,3,1700 BLOCK,E Briarcliff Dr,,Municipal Waste,Owner Abated,,Not Available,false,0,"1700 E Briarcliff Dr
Urbana, IL
(40.09903389, -88.188584155)"
1505091,05/20/2015,2015,5,200 BLOCK,E Crystal Lake Dr,05/20/2015,Weeds/Grass,Owner Abated,05/28/2015,Not Available,false,0,"200 E Crystal Lake Dr
Urbana, IL
(40.118930976, -88.206214162)"
19-002300,10/28/2019,2019,10,1400 Block,South Wiley Drive,,Weeds/Grass,City Abated,12/03/2019,City Staff Reported,false,613.5,"1400 South Wiley Drive
Urbana, IL
(40.100611202, -88.197655189)"
1204040,04/18/2012,2012,4,400 BLOCK,W Michigan Av,04/18/2012,Weeds/Grass,Owner Abated,04/26/2012,Not Available,false,0,"400 W Michigan Av
Urbana, IL
(40.101996687, -88.21206569)"
23-001738,06/14/2023,2023,6,300 Block,"East ""Crystal Lake"" Drive",06/14/2023,Weeds/Grass,Voluntarily Complied,06/22/2023,Phone,false,0,"300 East Crystal Lake Drive
Urbana, IL
(40.118943886, -88.204932227)"
1705026,05/10/2017,2017,5,200 BLOCK,N Busey Av,05/10/2017,Weeds/Grass,City Abated,05/18/2017,Not Available,false,0,"200 N Busey Av
Urbana, IL
(40.113435512, -88.217612328)"
1106055,06/21/2011,2011,6,2300 BLOCK,Rainbow View Av,06/22/2011,Weeds/Grass,Owner Abated,06/30/2011,Not Available,false,0,"2300 Rainbow View Av
Urbana, IL
(40.104067308, -88.177246815)"
22-001470,05/26/2022,2022,5,1600 Block,South Curtiss Drive,05/26/2022,Weeds/Grass,City Abated,07/20/2022,Phone,false,382.5,"1600 South Curtiss Drive
Urbana, IL
(40.099957173, -88.183879045)"
611005,11/13/2006,2006,11,1200 BLOCK,E Florida Av,,Municipal Waste,City Abated,,Not Available,false,0,"1200 E Florida Av
Urbana, IL
(40.098437309, -88.194059801)"
805057,05/19/2008,2008,5,800 BLOCK,N Lincoln Av,05/20/2008,Weeds/Grass,Owner Abated,05/28/2008,Not Available,false,0,"800 N Lincoln Av
Urbana, IL
(40.119258309, -88.219356441)"
21-002802,12/01/2021,2021,12,400 Block,East Washington Street,12/01/2021,Municipal Waste,Voluntarily Complied,12/09/2021,Phone,false,0,"400 East Washington Street
Urbana, IL
(40.10569856, -88.203526806)"
1506049,06/17/2015,2015,6,900 BLOCK,E Silver St,06/17/2015,Weeds/Grass,Owner Abated,06/25/2015,Not Available,false,0,"900 E Silver St
Urbana, IL
(40.091532336, -88.197536317)"
708085,08/24/2007,2007,8,900 BLOCK,N Lincoln Av,08/27/2007,Weeds/Grass,Owner Abated,09/04/2007,Not Available,false,0,"900 N Lincoln Av
Urbana, IL
(40.120107521, -88.219375407)"
1706001,06/01/2017,2017,6,1000 BLOCK,E Water St,06/01/2017,Weeds/Grass,Owner Abated,06/09/2017,Not Available,false,0,"1000 E Water St
Urbana, IL
(40.114035369, -88.19461263)"
312003,12/02/2003,2003,12,600 BLOCK,S Race St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 S Race St
Urbana, IL
(40.108353262, -88.208764348)"
1308032,08/23/2013,2013,8,500 BLOCK,S Coler Av,08/23/2013,Municipal Waste,City Abated,08/31/2013,Not Available,false,0,"500 S Coler Av
Urbana, IL
(40.109082693, -88.215915073)"
806026,06/09/2008,2008,6,1200 BLOCK,Kinch St,06/10/2008,Weeds/Grass,Owner Abated,06/18/2008,Not Available,false,0,"1200 Kinch St
Urbana, IL
(40.103143291, -88.181344315)"
1707032,07/24/2017,2017,7,100 BLOCK,Crystal Lake Dr,07/24/2017,Weeds/Grass,Owner Abated,08/01/2017,Not Available,false,0,"100 Crystal Lake Dr
Urbana, IL
(40.118918066, -88.207496098)"
904014,04/14/2009,2009,4,100 BLOCK,N Webber St,04/14/2009,Municipal Waste,Owner Abated,04/22/2009,Not Available,false,0,"100 N Webber St
Urbana, IL
(40.113038009, -88.199136043)"
21-001128,05/26/2021,2021,5,1300 Block,South Race Street,05/26/2021,Weeds/Grass,Voluntarily Complied,06/08/2021,Phone,false,0,"1300 South Race Street
Urbana, IL
(40.101894141, -88.209563277)"
18-000563,05/23/2018,2018,5,1000 Block,E Mumford Drive,05/23/2018,Weeds/Grass,Voluntarily Complied,05/31/2018,Phone,false,0,"1000 E Mumford Drive
Urbana, IL
(40.090737316, -88.196274216)"
406043,06/21/2004,2004,6,1200 BLOCK,W Bradley Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 W Bradley Av
Urbana, IL
(40.127455519, -88.224337187)"
20-000804,05/18/2020,2020,5,500 Block,East Florida Avenue,05/18/2020,Municipal Waste,City Abated,07/07/2020,Phone,false,630,"500 East Florida Avenue
Urbana, IL
(40.098407302, -88.202255097)"
1205053,05/09/2012,2012,5,100 BLOCK,S Grove Av,05/09/2012,Weeds/Grass,Owner Abated,05/17/2012,Not Available,false,0,"100 S Grove Av
Urbana, IL
(40.112823894, -88.201353584)"
803017,03/26/2008,2008,3,500 BLOCK,S Broadway Av,03/27/2008,Municipal Waste,Owner Abated,04/04/2008,Not Available,false,0,"500 S Broadway Av
Urbana, IL
(40.109193245, -88.20723441)"
1408039,08/13/2014,2014,8,1200 BLOCK,A E. Mitchem Dr,08/13/2014,Weeds/Grass,Owner Abated,08/21/2014,Not Available,false,0,"1200 A E Mitchem Dr
Urbana, IL
(40.092316357, -88.19421943)"
1407044,07/30/2014,2014,7,1400 BLOCK,E Pennsylvania Av,07/30/2014,Weeds/Grass,Owner Abated,08/07/2014,Not Available,false,0,"1400 E Pennsylvania Av
Urbana, IL
(40.099337668, -88.192003586)"
405028,05/20/2004,2004,5,700 BLOCK,W Washington,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Washington
Urbana, IL
(40.105606861, -88.216065485)"
18-000117,02/21/2018,2018,2,1300 Block,N Berkley Avenue,02/21/2018,Municipal Waste,City Abated,10/31/2018,Phone,false,1060,"1300 N Berkley Avenue
Urbana, IL
(40.124858616, -88.206426857)"
406011,06/08/2004,2004,6,700 BLOCK,S Vine,,Municipal Waste,City Abated,,Not Available,false,0,"700 S Vine
Urbana, IL
(40.107566966, -88.20485342)"
22-000842,04/19/2022,2022,4,1000 Block,South Busey Avenue,04/19/2022,Municipal Waste,Voluntarily Complied,04/27/2022,Phone,false,0,"1000 South Busey Avenue
Urbana, IL
(40.104603153, -88.217554482)"
305034,05/07/2003,2003,5,1100 BLOCK,S Country Squire,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 S Country
Squire Urbana, IL
(40.103773942, -88.185513519)"
1202004,02/09/2012,2012,2,400 BLOCK,W Springfield Av,02/10/2012,Municipal Waste,City Abated,02/18/2012,Not Available,false,0,"400 W Springfield Av
Urbana, IL
(40.112447283, -88.211874958)"
20-000102,01/23/2020,2020,1,1300 Block,West Ellis Drive,01/23/2020,Municipal Waste,Voluntarily Complied,01/31/2020,Phone,false,0,"1300 West Ellis Drive
Urbana, IL
(40.124096463, -88.225825955)"
22-002508,08/05/2022,2022,8,700 Block,West California Avenue,08/05/2022,Municipal Waste,Voluntarily Complied,08/15/2022,Phone,false,0,"700 West California Avenue
Urbana, IL
(40.108356404, -88.216066042)"
23-000004,01/03/2023,2023,1,1200 Block,East Green Street,01/03/2023,Municipal Waste,Voluntarily Complied,01/10/2023,Phone,false,0,"1200 East Green Street
Urbana, IL
(40.111007983, -88.194415955)"
23-001622,06/02/2023,2023,6,900 Block,East Burkwood Drive,06/02/2023,Weeds/Grass,Voluntarily Complied,06/12/2023,Phone,false,0,"900 East Burkwood Drive
Urbana, IL
(40.096850211, -88.197019072)"
18-000952,09/04/2018,2018,9,1600 Block,South Bermuda Drive,09/04/2018,Weeds/Grass,Voluntarily Complied,09/12/2018,Phone,false,0,"1600 South Bermuda Drive
Urbana, IL
(40.09925042, -88.179254572)"
608011,08/02/2006,2006,8,500 BLOCK,S Urbana Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 S Urbana Av
Urbana, IL
(40.109263797, -88.20360366)"
22-001331,05/18/2022,2022,5,900 Block,East Fairlawn Drive,05/18/2022,Weeds/Grass,Voluntarily Complied,05/26/2022,Phone,false,0,"900 East Fairlawn Drive
Urbana, IL
(40.103048812, -88.198174722)"
304013,04/17/2003,2003,4,1400 BLOCK,S Wiley Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1400 S Wiley Dr
Urbana, IL
(40.100611202, -88.197655189)"
1205029,05/04/2012,2012,5,200 BLOCK,N Lincoln Av,05/04/2012,Weeds/Grass,Owner Abated,05/12/2012,Not Available,false,0,"200 N Lincoln Av
Urbana, IL
(40.113666332, -88.219303785)"
1406011,06/05/2014,2014,6,1200 BLOCK,W Church St,06/05/2014,Weeds/Grass,Owner Abated,06/13/2014,Not Available,false,0,"1200 W Church St
Urbana, IL
(40.118350878, -88.224119964)"
1312015,12/17/2013,2013,12,800 BLOCK,S Lincoln Av,12/17/2013,Snow Removal,Owner Abated,12/18/2013,Not Available,false,0,"800 S Lincoln Av
Urbana, IL
(40.10641362, -88.219173892)"
23-000998,04/25/2023,2023,4,2600 Block,East Florida Avenue,04/25/2023,Weeds/Grass,Voluntarily Complied,07/10/2023,Phone,false,0,"2600 East Florida Avenue
Urbana, IL
(40.098518601, -88.173696824)"
20-001299,07/13/2020,2020,7,400 Block,East Elm Street,,,Referred to other department,07/14/2020,Internet,true,0,"400 East Elm Street
Urbana, IL
(40.11178859, -88.203656848)"
905001,05/04/2009,2009,5,1000 BLOCK,N Berkley Av,,Weeds/Grass,Invalid,,Not Available,false,0,"1000 N Berkley Av
Urbana, IL
(40.121997288, -88.206375111)"
909036,09/16/2009,2009,9,1100 BLOCK,S Rainbow View Dr,09/17/2009,Weeds/Grass,City Abated,09/25/2009,Not Available,false,0,"1100 S Rainbow View Dr
Urbana, IL
(40.10419487, -88.184622353)"
303061,03/26/2003,2003,3,1900 BLOCK,A E Florida Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1900 A E Florida Av
Urbana, IL
(40.098852433, -88.183326163)"
608089,08/30/2006,2006,8,0 BLOCK,Shuman Cir,,Weeds/Grass,Owner Abated,,Not Available,false,0,"0 Shuman Cir
Urbana, IL
(40.092875921, -88.201821086)"
708071,08/21/2007,2007,8,700 BLOCK,E Main St,08/22/2007,Municipal Waste,Owner Abated,08/30/2007,Not Available,false,0,"700 E Main St
Urbana, IL
(40.112942735, -88.201362988)"
411007,11/09/2004,2004,11,700 BLOCK,W California Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W California Ave
Urbana, IL
(40.108356404, -88.216066042)"
902019,02/10/2009,2009,2,1400 BLOCK,W Eads St,02/11/2009,Weeds/Grass,Owner Abated,02/19/2009,Not Available,false,0,"1400 W Eads St
Urbana, IL
(40.123167276, -88.227254924)"
403003,03/02/2004,2004,3,300 BLOCK,E Scovill St,,Municipal Waste,Owner Abated,,Not Available,false,0,"300 E Scovill St
Urbana, IL
(40.085225914, -88.204083359)"
1008079,08/30/2010,2010,8,0 BLOCK,S Glover Av,08/30/2010,Weeds/Grass,Owner Abated,08/30/2010,Not Available,false,0,"0 S Glover Av
Urbana, IL
(40.109320091, -88.193338685)"
302003,02/03/2003,2003,2,1900 BLOCK,E Weaver St,,Municipal Waste,City Abated,,Not Available,false,0,"1900 E Weaver St
Urbana, IL
(40.104308005, -88.184626056)"
510025,10/11/2005,2005,10,200 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 E Michigan Av
Urbana, IL
(40.102062918, -88.206092468)"
305035,05/07/2003,2003,5,1000 BLOCK,S Lanore,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 S Lanore
Urbana, IL
(40.104747416, -88.186539849)"
22-002826,08/31/2022,2022,8,1300 Block,West Beslin Street,08/31/2022,Weeds/Grass,Voluntarily Complied,09/08/2022,Phone,false,0,"1300 West Beslin Street
Urbana, IL
(40.120346776, -88.225795654)"
1408013,08/07/2014,2014,8,0 BLOCK,Squire Ct.,08/07/2014,Weeds/Grass,City Abated,08/15/2014,Not Available,false,0,"0 Squire Ct
Urbana, IL
(40.102640011, -88.185400021)"
21-002207,09/22/2021,2021,9,400 Block,West Park Street,09/22/2021,Municipal Waste,Voluntarily Complied,09/30/2021,Phone,false,0,"400 West Park Street
Urbana, IL
(40.117496906, -88.210875426)"
23-001250,05/11/2023,2023,5,600 Block,South Coler Avenue,05/11/2023,Weeds/Grass,Voluntarily Complied,05/19/2023,Phone,false,0,"600 South Coler Avenue
Urbana, IL
(40.1082427, -88.215915074)"
